4525.000000	4050.000000	-70000.000000	-6.666458	0.047211	3.049535	0.008676	23.908737	0.010595	1.000000	9.330581	0.012158	25.959485
4525.000000	4050.000000	-70000.000000	-6.908449	0.042087	2.371244	0.010062	-10.061736	0.008216	0.000000	-23.376708	0.021868	36.403082
4525.000000	4050.000000	-66500.000000	-6.697642	0.048866	2.696636	0.010631	23.767473	0.006825	1.000000	9.322931	0.013362	50.643897
4525.000000	4050.000000	-66500.000000	-6.879862	0.058498	2.435296	0.007431	-10.218219	0.010280	0.000000	-23.389503	0.023099	60.986488
4525.000000	4050.000000	-63000.000000	-6.696012	0.048126	2.595833	0.007987	23.571328	0.009267	1.000000	9.312660	0.005897	75.225302
4525.000000	4050.000000	-63000.000000	-6.885150	0.047354	2.325943	0.007933	-10.415052	0.007952	0.000000	-23.394446	0.017160	85.563894
4525.000000	4050.000000	-59500.000000	-6.713855	0.050697	2.496257	0.006744	23.367719	0.007747	1.000000	9.315913	0.007052	99.803709
4525.000000	4050.000000	-59500.000000	-6.898269	0.033587	2.264077	0.009242	-10.619096	0.009813	0.000000	-23.408592	0.019507	110.143300
4525.000000	4050.000000	-56000.000000	-6.690702	0.064559	2.424496	0.010445	23.168824	0.009819	1.000000	9.322310	0.009852	124.383114
4525.000000	4050.000000	-56000.000000	-6.881239	0.060401	2.170099	0.008017	-10.820018	0.009234	0.000000	-23.390596	0.018595	134.719705
4525.000000	4050.000000	-52500.000000	-6.705344	0.040424	2.363980	0.010525	22.955027	0.008797	1.000000	9.317160	0.014839	148.959520
4525.000000	4050.000000	-52500.000000	-6.888930	0.066118	2.110087	0.007502	-11.026777	0.009212	0.000000	-23.394908	0.014509	159.300111
4525.000000	4050.000000	-49000.000000	-6.721087	0.039734	2.310043	0.005760	22.743108	0.007938	1.000000	9.304821	0.009876	173.541926
4525.000000	4050.000000	-49000.000000	-6.926397	0.038026	2.018147	0.008842	-11.235202	0.009850	0.000000	-23.393989	0.014584	183.882517
4525.000000	4050.000000	-45500.000000	-6.745137	0.040012	2.205425	0.010519	22.520330	0.006653	1.000000	9.315302	0.009731	198.121332
4525.000000	4050.000000	-45500.000000	-6.921860	0.053464	1.950037	0.007893	-11.455171	0.007711	0.000000	-23.404544	0.023297	208.459923
4525.000000	4050.000000	-42000.000000	-6.734453	0.062335	2.112379	0.011331	22.293745	0.008164	1.000000	9.318709	0.007583	222.698738
4525.000000	4050.000000	-42000.000000	-6.961441	0.055902	1.864727	0.011080	-11.675720	0.009790	0.000000	-23.411324	0.025799	233.038329
4525.000000	4050.000000	-38500.000000	-6.754028	0.039121	2.045145	0.009538	22.058530	0.006325	1.000000	9.318436	0.007702	247.284143
4525.000000	4050.000000	-38500.000000	-6.968033	0.051805	1.747704	0.009654	-11.898501	0.011145	0.000000	-23.393174	0.013305	257.628736
4525.000000	4050.000000	-35000.000000	-6.758596	0.043574	1.968555	0.007266	21.821187	0.006831	1.000000	9.308909	0.005987	271.873550
4525.000000	4050.000000	-35000.000000	-6.997966	0.055712	1.689642	0.007214	-12.130566	0.008695	0.000000	-23.407097	0.024690	282.219142
4525.000000	4050.000000	-35000.000000	-6.783752	0.034501	1.975200	0.007148	21.825332	0.007479	1.000000	9.288703	0.010238	292.562734
4525.000000	4050.000000	-35000.000000	-6.997375	0.042733	1.717259	0.008958	-12.134206	0.011472	0.000000	-23.407007	0.022474	302.905325
4525.000000	4050.000000	-38500.000000	-6.757286	0.051219	2.034923	0.010955	22.040009	0.008284	1.000000	9.294823	0.018540	317.152140
4525.000000	4050.000000	-38500.000000	-6.967484	0.033862	1.788731	0.007277	-11.919537	0.008097	0.000000	-23.416847	0.010822	327.496732
